term	gene
H_Undefined_Normal_THelper1Th1Cell_Company	CD4
H_Undefined_Normal_THelper1Th1Cell_Company	CXCR3
H_Undefined_Normal_THelper1Th1Cell_Company	IFNG
H_Undefined_Normal_THelper1Th1Cell_Company	IL12RB2
H_Undefined_Normal_THelper1Th1Cell_Company	IL18
H_Undefined_Normal_THelper1Th1Cell_Company	IL2
H_Undefined_Normal_THelper1Th1Cell_Company	IL27
H_Undefined_Normal_THelper1Th1Cell_Company	LTA
H_Undefined_Normal_THelper1Th1Cell_Company	STAT1
H_Undefined_Normal_THelper1Th1Cell_Company	STAT6
H_Undefined_Normal_THelper1Th1Cell_Company	TBX21
H_Undefined_Normal_THelper1Th1Cell_Company	TNF
H_Undefined_Normal_THelper1Th1Cell_Company	IFNGR1
H_Undefined_Normal_THelper1Th1Cell_Company	CXCR3
H_Undefined_Normal_THelper1Th1Cell_Company	CCR1
H_Undefined_Normal_THelper1Th1Cell_Company	CCR5
H_Undefined_Normal_THelper1Th1Cell_Company	TNFSF11
H_Undefined_Normal_THelper1Th1Cell_Company	DPP4
H_Undefined_Normal_THelper1Th1Cell_Company	HAVCR2
H_Undefined_Normal_THelper1Th1Cell_Company	CD4
H_Undefined_Normal_THelper1Th1Cell_Company	KLRD1
H_Undefined_Normal_THelper1Th1Cell_Company	CSF2
H_Undefined_Normal_THelper1Th1Cell_Company	IFNG
H_Undefined_Normal_THelper1Th1Cell_Company	IL18R1
H_Undefined_Normal_THelper1Th1Cell_Company	IL18RAP
H_Undefined_Normal_THelper1Th1Cell_Company	IL2
H_Undefined_Normal_THelper1Th1Cell_Company	LTBR
H_Undefined_Normal_THelper1Th1Cell_Company	TBX21
H_Undefined_Normal_THelper1Th1Cell_Company	TNF
H_Undefined_Normal_THelper1Th1Cell_Company	LTA
H_Undefined_Normal_THelper1Th1Cell_Company	IFNGR1
H_Undefined_Normal_THelper1Th1Cell_Company	CXCR3
H_Undefined_Normal_THelper1Th1Cell_Company	CXCR6
H_Undefined_Normal_THelper1Th1Cell_Company	CCR1
H_Undefined_Normal_THelper1Th1Cell_Company	CCR5
H_Undefined_Normal_THelper1Th1Cell_Company	IL12RB1
H_Undefined_Normal_THelper1Th1Cell_Company	IL18R1
H_Undefined_Normal_THelper1Th1Cell_Company	TNFSF11
H_Undefined_Normal_THelper1Th1Cell_Company	HAVCR2
H_Undefined_Normal_THelper1Th1Cell_Company	KLRD1
H_Undefined_Normal_THelper1Th1Cell_Company	STAT1
H_Undefined_Normal_THelper1Th1Cell_Company	STAT4
H_Undefined_Normal_THelper1Th1Cell_Company	TBX21
H_Undefined_Normal_THelper17Th17Cell_Company	CCL20
H_Undefined_Normal_THelper17Th17Cell_Company	CCR6
H_Undefined_Normal_THelper17Th17Cell_Company	CD4
H_Undefined_Normal_THelper17Th17Cell_Company	IL1B
H_Undefined_Normal_THelper17Th17Cell_Company	IL1A
H_Undefined_Normal_THelper17Th17Cell_Company	IL17A
H_Undefined_Normal_THelper17Th17Cell_Company	IL17F
H_Undefined_Normal_THelper17Th17Cell_Company	IL21
H_Undefined_Normal_THelper17Th17Cell_Company	IL22
H_Undefined_Normal_THelper17Th17Cell_Company	IL23A
H_Undefined_Normal_THelper17Th17Cell_Company	IL26
H_Undefined_Normal_THelper17Th17Cell_Company	IL6
H_Undefined_Normal_THelper17Th17Cell_Company	RORA
H_Undefined_Normal_THelper17Th17Cell_Company	LRRC36
H_Undefined_Normal_THelper17Th17Cell_Company	STAT3
H_Undefined_Normal_THelper17Th17Cell_Company	TGF-beta family
H_Undefined_Normal_THelper17Th17Cell_Company	TNF
H_Undefined_Normal_THelper17Th17Cell_Company	KLRB1
H_Undefined_Normal_THelper17Th17Cell_Company	CCR4
H_Undefined_Normal_THelper17Th17Cell_Company	CCR6
H_Undefined_Normal_THelper17Th17Cell_Company	CD3D
H_Undefined_Normal_THelper17Th17Cell_Company	CD3E
H_Undefined_Normal_THelper17Th17Cell_Company	CD3G
H_Undefined_Normal_THelper17Th17Cell_Company	CD38
H_Undefined_Normal_THelper17Th17Cell_Company	CD4
H_Undefined_Normal_THelper17Th17Cell_Company	IL17A
H_Undefined_Normal_THelper17Th17Cell_Company	IL17F
H_Undefined_Normal_THelper17Th17Cell_Company	IL1R1
H_Undefined_Normal_THelper17Th17Cell_Company	IL21
H_Undefined_Normal_THelper17Th17Cell_Company	IL22
H_Undefined_Normal_THelper17Th17Cell_Company	RORA
H_Undefined_Normal_THelper17Th17Cell_Company	LRRC36
H_Undefined_Normal_THelper17Th17Cell_Company	STAT3
H_Undefined_Normal_THelper17Th17Cell_Company	TGF-beta family
H_Undefined_Normal_THelper17Th17Cell_Company	AHR
H_Undefined_Normal_THelper17Th17Cell_Company	BATF
H_Undefined_Normal_THelper17Th17Cell_Company	MAF
H_Undefined_Normal_THelper17Th17Cell_Company	IL1R1
H_Undefined_Normal_THelper17Th17Cell_Company	KLRB1
H_Undefined_Normal_THelper17Th17Cell_Company	CCR4
H_Undefined_Normal_THelper17Th17Cell_Company	CCR6
H_Undefined_Normal_THelper17Th17Cell_Company	IL12RB1
H_Undefined_Normal_THelper17Th17Cell_Company	IL21R
H_Undefined_Normal_THelper17Th17Cell_Company	IL23R
H_Undefined_Normal_THelper17Th17Cell_Company	IRF4
H_Undefined_Normal_THelper17Th17Cell_Company	NFKBIZ
H_Undefined_Normal_THelper17Th17Cell_Company	RORA
H_Undefined_Normal_THelper17Th17Cell_Company	LRRC36
H_Undefined_Normal_THelper17Th17Cell_Company	STAT3
H_Undefined_Normal_THelper2Th2Cell_Company	CCR8
H_Undefined_Normal_THelper2Th2Cell_Company	CXCR4
H_Undefined_Normal_THelper2Th2Cell_Company	CCR3
H_Undefined_Normal_THelper2Th2Cell_Company	CCR4
H_Undefined_Normal_THelper2Th2Cell_Company	CCR7
H_Undefined_Normal_THelper2Th2Cell_Company	ICOS
H_Undefined_Normal_THelper2Th2Cell_Company	CD4
H_Undefined_Normal_THelper2Th2Cell_Company	GATA3
H_Undefined_Normal_THelper2Th2Cell_Company	TNFRSF1A
H_Undefined_Normal_THelper2Th2Cell_Company	IL10
H_Undefined_Normal_THelper2Th2Cell_Company	IL13
H_Undefined_Normal_THelper2Th2Cell_Company	IL1R1
H_Undefined_Normal_THelper2Th2Cell_Company	IL4
H_Undefined_Normal_THelper2Th2Cell_Company	IL5
H_Undefined_Normal_THelper2Th2Cell_Company	IL9
H_Undefined_Normal_THelper2Th2Cell_Company	CCR4
H_Undefined_Normal_THelper2Th2Cell_Company	CD4
H_Undefined_Normal_THelper2Th2Cell_Company	PTGDR2
H_Undefined_Normal_THelper2Th2Cell_Company	GATA3
H_Undefined_Normal_THelper2Th2Cell_Company	IL13
H_Undefined_Normal_THelper2Th2Cell_Company	IL2
H_Undefined_Normal_THelper2Th2Cell_Company	IL33
H_Undefined_Normal_THelper2Th2Cell_Company	IL4
H_Undefined_Normal_THelper2Th2Cell_Company	IL5
H_Undefined_Normal_THelper2Th2Cell_Company	IL6
H_Undefined_Normal_THelper2Th2Cell_Company	STAT5A
H_Undefined_Normal_THelper2Th2Cell_Company	STAT6
H_Undefined_Normal_THelper2Th2Cell_Company	MAF
H_Undefined_Normal_THelper2Th2Cell_Company	CCR8
H_Undefined_Normal_THelper2Th2Cell_Company	CXCR4
H_Undefined_Normal_THelper2Th2Cell_Company	CCR3
H_Undefined_Normal_THelper2Th2Cell_Company	CCR4
H_Undefined_Normal_THelper2Th2Cell_Company	CCR7
H_Undefined_Normal_THelper2Th2Cell_Company	ICOS
H_Undefined_Normal_THelper2Th2Cell_Company	PTGDR2
H_Undefined_Normal_THelper2Th2Cell_Company	HAVCR1
H_Undefined_Normal_THelper2Th2Cell_Company	CD4
H_Undefined_Normal_THelper2Th2Cell_Company	GATA3
H_Undefined_Normal_THelper2Th2Cell_Company	CSF2
H_Undefined_Normal_THelper2Th2Cell_Company	IL10
H_Undefined_Normal_THelper2Th2Cell_Company	IL13
H_Undefined_Normal_THelper2Th2Cell_Company	IL1R1
H_Undefined_Normal_THelper2Th2Cell_Company	IL4
H_Undefined_Normal_THelper2Th2Cell_Company	IL5
H_Undefined_Normal_THelper2Th2Cell_Company	IL6
H_Undefined_Normal_THelper2Th2Cell_Company	BATF
H_Undefined_Normal_THelper2Th2Cell_Company	CXCR4
H_Undefined_Normal_THelper2Th2Cell_Company	CCR4
H_Undefined_Normal_THelper2Th2Cell_Company	CCR8
H_Undefined_Normal_THelper2Th2Cell_Company	PTGDR2
H_Undefined_Normal_THelper2Th2Cell_Company	NA
H_Undefined_Normal_THelper2Th2Cell_Company	GATA3
H_Undefined_Normal_THelper2Th2Cell_Company	IL17RB
H_Undefined_Normal_THelper2Th2Cell_Company	IL1RL1
H_Undefined_Normal_THelper2Th2Cell_Company	IRF4
H_Undefined_Normal_THelper2Th2Cell_Company	STAT6
H_Undefined_Normal_THelper9Th9Cell_Company	CD4
H_Undefined_Normal_THelper9Th9Cell_Company	GATA3
H_Undefined_Normal_THelper9Th9Cell_Company	IL10
H_Undefined_Normal_THelper9Th9Cell_Company	IL4
H_Undefined_Normal_THelper9Th9Cell_Company	IL9
H_Undefined_Normal_THelper9Th9Cell_Company	STAT6
H_Undefined_Normal_THelper9Th9Cell_Company	TGF-beta family
H_Undefined_Normal_THelper9Th9Cell_Company	CD3D
H_Undefined_Normal_THelper9Th9Cell_Company	CD3E
H_Undefined_Normal_THelper9Th9Cell_Company	CD3G
H_Undefined_Normal_THelper9Th9Cell_Company	CD4
H_Undefined_Normal_THelper9Th9Cell_Company	GATA3
H_Undefined_Normal_THelper9Th9Cell_Company	IRF4
H_Undefined_Normal_THelper9Th9Cell_Company	STAT6
H_Undefined_Normal_THelper9Th9Cell_Company	TRA
H_Undefined_Normal_THelper9Th9Cell_Company	TRB
H_Undefined_Normal_RegulatoryTTregCell_Company	IL2RA
H_Undefined_Normal_RegulatoryTTregCell_Company	CD4
H_Undefined_Normal_RegulatoryTTregCell_Company	FOXP3
H_Undefined_Normal_RegulatoryTTregCell_Company	IL10
H_Undefined_Normal_RegulatoryTTregCell_Company	IL12RB2
H_Undefined_Normal_RegulatoryTTregCell_Company	SMAD3
H_Undefined_Normal_RegulatoryTTregCell_Company	STAT5A
H_Undefined_Normal_RegulatoryTTregCell_Company	TGF-beta family
H_Undefined_Normal_RegulatoryTTregCell_Company	ITGAE
H_Undefined_Normal_RegulatoryTTregCell_Company	TNFRSF4
H_Undefined_Normal_RegulatoryTTregCell_Company	CTLA4
H_Undefined_Normal_RegulatoryTTregCell_Company	CCR4
H_Undefined_Normal_RegulatoryTTregCell_Company	LAG3
H_Undefined_Normal_RegulatoryTTregCell_Company	IL2RA
H_Undefined_Normal_RegulatoryTTregCell_Company	ENTPD1
H_Undefined_Normal_RegulatoryTTregCell_Company	CD4
H_Undefined_Normal_RegulatoryTTregCell_Company	SELL
H_Undefined_Normal_RegulatoryTTregCell_Company	NT5E
H_Undefined_Normal_RegulatoryTTregCell_Company	FOXP3
H_Undefined_Normal_RegulatoryTTregCell_Company	IZUMO1R
H_Undefined_Normal_RegulatoryTTregCell_Company	LRRC32
H_Undefined_Normal_RegulatoryTTregCell_Company	TNFRSF18
H_Undefined_Normal_RegulatoryTTregCell_Company	IKZF2
H_Undefined_Normal_RegulatoryTTregCell_Company	TGF-beta family
H_Undefined_Normal_RegulatoryTTregCell_Company	REL
H_Undefined_Normal_RegulatoryTTregCell_Company	CD101
H_Undefined_Normal_RegulatoryTTregCell_Company	IL1R1
H_Undefined_Normal_RegulatoryTTregCell_Company	IL1R2
H_Undefined_Normal_RegulatoryTTregCell_Company	TNFRSF9
H_Undefined_Normal_RegulatoryTTregCell_Company	IL2RA
H_Undefined_Normal_RegulatoryTTregCell_Company	TNFRSF18
H_Undefined_Normal_RegulatoryTTregCell_Company	ENTPD1
H_Undefined_Normal_RegulatoryTTregCell_Company	NT5E
H_Undefined_Normal_RegulatoryTTregCell_Company	CTLA4
H_Undefined_Normal_RegulatoryTTregCell_Company	IKZF4
H_Undefined_Normal_RegulatoryTTregCell_Company	FOXP3
H_Undefined_Normal_RegulatoryTTregCell_Company	LRRC32
H_Undefined_Normal_RegulatoryTTregCell_Company	IKZF2
H_Undefined_Normal_RegulatoryTTregCell_Company	TGFB1
H_Undefined_Normal_RegulatoryTTregCell_Company	STAT5A
H_Undefined_Normal_RegulatoryTTregCell_Company	TIGIT
H_Undefined_ProstateCancer_CancerStemCell_Company	ABCG2
H_Undefined_ProstateCancer_CancerStemCell_Company	ALCAM
H_Undefined_ProstateCancer_CancerStemCell_Company	ALDH1A1
H_Undefined_ProstateCancer_CancerStemCell_Company	BMI1
H_Undefined_ProstateCancer_CancerStemCell_Company	PROM1
H_Undefined_ProstateCancer_CancerStemCell_Company	CD24
H_Undefined_ProstateCancer_CancerStemCell_Company	CD44
H_Undefined_ProstateCancer_CancerStemCell_Company	EPCAM
H_Undefined_AcuteMyeloidLeukemia_CancerStemCell_27866420	CD19
H_Undefined_AcuteMyeloidLeukemia_CancerStemCell_27866420	CD34
H_Undefined_AcuteMyeloidLeukemia_CancerStemCell_27866420	CD38
H_Undefined_AcuteMyeloidLeukemia_CancerStemCell_27866420	THY1
H_Undefined_BladderCancer_CancerStemCell_27866420	MAGEA3
H_Undefined_Glioblastoma_CancerStemCell_27866420	PROM1
H_Undefined_Glioblastoma_CancerStemCell_27866420	EGFR
H_Undefined_Glioblastoma_CancerStemCell_27866420	ITGA6
H_Undefined_Glioblastoma_CancerStemCell_27866420	FUT4
H_Undefined_BreastCancer_CancerStemCell_27866420	ALDH1A1
H_Undefined_BreastCancer_CancerStemCell_27866420	BMI1
H_Undefined_BreastCancer_CancerStemCell_27866420	PROM1
H_Undefined_BreastCancer_CancerStemCell_27866420	CD24
H_Undefined_BreastCancer_CancerStemCell_27866420	ITGB1
H_Undefined_BreastCancer_CancerStemCell_27866420	CD44
H_Undefined_BreastCancer_CancerStemCell_27866420	CD55
H_Undefined_BreastCancer_CancerStemCell_27866420	ITGB3
H_Undefined_BreastCancer_CancerStemCell_27866420	FLOT2
H_Undefined_ColonCancer_CancerStemCell_27866420	ALDH1A1
H_Undefined_ColonCancer_CancerStemCell_27866420	BMP family
H_Undefined_ColonCancer_CancerStemCell_27866420	PROM1
H_Undefined_ColonCancer_CancerStemCell_27866420	ALCAM
H_Undefined_ColonCancer_CancerStemCell_27866420	CD24
H_Undefined_ColonCancer_CancerStemCell_27866420	CD44
H_Undefined_ColonCancer_CancerStemCell_27866420	CD44
H_Undefined_ColonCancer_CancerStemCell_27866420	CEA family
H_Undefined_ColonCancer_CancerStemCell_27866420	EPCAM
H_Undefined_ColonCancer_CancerStemCell_27866420	LGR5
H_Undefined_ColonCancer_CancerStemCell_27866420	MSI1
H_Undefined_GastricCancer_CancerStemCell_27866420	CD44
H_Undefined_LiverCancer_CancerStemCell_27866420	ALDH family
H_Undefined_LiverCancer_CancerStemCell_27866420	PROM1
H_Undefined_LiverCancer_CancerStemCell_27866420	THY1
H_Undefined_LungCancer_CancerStemCell_27866420	PROM1
H_Undefined_LungCancer_CancerStemCell_27866420	ALCAM
H_Undefined_LungCancer_CancerStemCell_27866420	CD44
H_Undefined_LungCancer_CancerStemCell_27866420	PTPRC
H_Undefined_LungCancer_CancerStemCell_27866420	PECAM1
H_Undefined_LungCancer_CancerStemCell_27866420	CASP3
H_Undefined_Melanoma_CancerStemCell_27866420	ABCB5
H_Undefined_Melanoma_CancerStemCell_27866420	PROM1
H_Undefined_Melanoma_CancerStemCell_27866420	CD2
H_Undefined_NasopharyngealCancer_CancerStemCell_27866420	CD24
H_Undefined_OvarianCancer_CancerStemCell_27866420	ABCG2
H_Undefined_OvarianCancer_CancerStemCell_27866420	KIT
H_Undefined_OvarianCancer_CancerStemCell_27866420	PROM1
H_Undefined_OvarianCancer_CancerStemCell_27866420	CD44
H_Undefined_PancreaticCancer_CancerStemCell_27866420	PROM1
H_Undefined_PancreaticCancer_CancerStemCell_27866420	CD24
H_Undefined_PancreaticCancer_CancerStemCell_27866420	CD44
H_Undefined_PancreaticCancer_CancerStemCell_27866420	NA
H_Undefined_PancreaticCancer_CancerStemCell_27866420	CXCR4
H_Undefined_PancreaticCancer_CancerStemCell_27866420	FLOT2
H_Undefined_PancreaticCancer_CancerStemCell_27866420	FOXM1
H_Undefined_ProstateCancer_CancerStemCell_27866420	CTNNB1
H_Undefined_ProstateCancer_CancerStemCell_27866420	BCL2
H_Undefined_ProstateCancer_CancerStemCell_27866420	BMI1
H_Undefined_ProstateCancer_CancerStemCell_27866420	NA
H_Undefined_ProstateCancer_CancerStemCell_27866420	PROM1
H_Undefined_ProstateCancer_CancerStemCell_27866420	CD44
H_Undefined_ProstateCancer_CancerStemCell_27866420	ITGA6
H_Undefined_ProstateCancer_CancerStemCell_27866420	KRT14
H_Undefined_ProstateCancer_CancerStemCell_27866420	KRT18
H_Undefined_ProstateCancer_CancerStemCell_27866420	KRT5
H_Undefined_ProstateCancer_CancerStemCell_27866420	KRT8
H_Undefined_ProstateCancer_CancerStemCell_27866420	NA
H_Undefined_ProstateCancer_CancerStemCell_27866420	ITGA2
H_Undefined_ProstateCancer_CancerStemCell_27866420	ITGB1
H_Undefined_ProstateCancer_CancerStemCell_27866420	MKI67
H_Undefined_ProstateCancer_CancerStemCell_27866420	POU5F1
H_Undefined_ProstateCancer_CancerStemCell_27866420	POU5F1
H_Undefined_ProstateCancer_CancerStemCell_27866420	IFI27
H_Undefined_ProstateCancer_CancerStemCell_27866420	TP63
H_Undefined_ProstateCancer_CancerStemCell_27866420	CASP3
H_Undefined_ProstateCancer_CancerStemCell_27866420	SMO
H_Undefined_BrainCancer_CancerStemCell_19016515	PROM1
H_Undefined_ColonCancer_CancerStemCell_19016515	PROM1
H_Undefined_ColonCancer_CancerStemCell_19016515	ALCAM
H_Undefined_ColonCancer_CancerStemCell_19016515	CD44
H_Undefined_ColonCancer_CancerStemCell_19016515	EPCAM
H_Undefined_ColonCancer_CancerStemCell_19016515	LGR5
H_Undefined_BreastCancer_CancerStemCell_19016515	CD24
H_Undefined_BreastCancer_CancerStemCell_19016515	CD44
H_Undefined_LungCancer_CancerStemCell_19016515	PROM1
H_Undefined_PancreaticCancer_CancerStemCell_19016515	PROM1
H_Undefined_PancreaticCancer_CancerStemCell_19016515	CD24
H_Undefined_PancreaticCancer_CancerStemCell_19016515	CD44
H_Undefined_PancreaticCancer_CancerStemCell_19016515	CXCR4
H_Undefined_PancreaticCancer_CancerStemCell_19016515	FLOT2
H_Undefined_HepatocellularCancer_CancerStemCell_19016515	PROM1
H_Undefined_HeadAndNeckSquamousCellCarcinoma_CancerStemCell_19016515	CD44
H_Undefined_ProstateCancer_CancerStemCell_19016515	PROM1
H_Undefined_ProstateCancer_CancerStemCell_19016515	CD44
H_Undefined_ProstateCancer_CancerStemCell_19016515	ITGA2
H_Undefined_ProstateCancer_CancerStemCell_19016515	ITGB1
H_Undefined_OvarianCancer_CancerStemCell_19016515	CD44
H_Undefined_OvarianCancer_CancerStemCell_19016515	MYD88
H_Undefined_AcuteMyelogenousLeukemia_CancerStemCell_19016515	KIT
H_Undefined_AcuteMyelogenousLeukemia_CancerStemCell_19016515	IL3RA
H_Undefined_AcuteMyelogenousLeukemia_CancerStemCell_19016515	CD34
H_Undefined_AcuteMyelogenousLeukemia_CancerStemCell_19016515	CD38
H_Undefined_AcuteMyelogenousLeukemia_CancerStemCell_19016515	TFRC
H_Undefined_AcuteMyelogenousLeukemia_CancerStemCell_19016515	THY1
H_Undefined_AcuteMyelogenousLeukemia_CancerStemCell_19016515	HLA-DR family
H_Undefined_AcuteBLymphoblasticLeukemia_CancerStemCell_21125672	PROM1
H_Undefined_AcuteBLymphoblasticLeukemia_CancerStemCell_21125672	CD19
H_Undefined_AcuteBLymphoblasticLeukemia_CancerStemCell_21125672	CD38
H_Undefined_AcuteMyeloidLeukemia_CancerStemCell_21125672	ALDH family
H_Undefined_AcuteMyeloidLeukemia_CancerStemCell_21125672	CD34
H_Undefined_AcuteMyeloidLeukemia_CancerStemCell_21125672	CD38
H_Undefined_AcuteTLymphoblasticLeukaemia_CancerStemCell_21125672	MPL
H_Undefined_AcuteTLymphoblasticLeukaemia_CancerStemCell_21125672	THY1
H_Undefined_BreastCancer_CancerStemCell_21125672	ALDH family
H_Undefined_BreastCancer_CancerStemCell_21125672	CD24
H_Undefined_BreastCancer_CancerStemCell_21125672	CD44
H_Undefined_ColorectalCancer_CancerStemCell_21125672	ALDH1A1
H_Undefined_ColorectalCancer_CancerStemCell_21125672	PROM1
H_Undefined_ColorectalCancer_CancerStemCell_21125672	ALCAM
H_Undefined_ColorectalCancer_CancerStemCell_21125672	CD44
H_Undefined_ColorectalCancer_CancerStemCell_21125672	EPCAM
H_Undefined_EndometrialCancer_CancerStemCell_21125672	PROM1
H_Undefined_Ewing'sSarcoma_CancerStemCell_21125672	PROM1
H_Undefined_GastricCancer_CancerStemCell_21125672	CD44
H_Undefined_HeadAndNeckSquamousCellCarcinoma_CancerStemCell_21125672	ALDH family
H_Undefined_HeadAndNeckSquamousCellCarcinoma_CancerStemCell_21125672	CD44
H_Undefined_HepatocellularCancer_CancerStemCell_21125672	ALDH family
H_Undefined_HepatocellularCancer_CancerStemCell_21125672	PROM1
H_Undefined_HepatocellularCancer_CancerStemCell_21125672	CD44
H_Undefined_HepatocellularCancer_CancerStemCell_21125672	THY1
H_Undefined_HodgkinLymphoma_CancerStemCell_21125672	ALDH family
H_Undefined_HodgkinLymphoma_CancerStemCell_21125672	CD27
H_Undefined_Non-SmallCellLungCancer_CancerStemCell_21125672	PROM1
H_Undefined_SmallCellLungCancer_CancerStemCell_21125672	ALDH1A1
H_Undefined_SmallCellLungCancer_CancerStemCell_21125672	ASCL1
H_Undefined_SmallCellLungCancer_CancerStemCell_21125672	PROM1
H_Undefined_Melanoma_CancerStemCell_21125672	NGFR
H_Undefined_Melanoma_CancerStemCell_21125672	KDM5B
H_Undefined_Medulloblastoma_CancerStemCell_21125672	PROM1
H_Undefined_Osteosarcoma_CancerStemCell_21125672	ALDH family
H_Undefined_Osteosarcoma_CancerStemCell_21125672	PROM1
H_Undefined_OvarianAdenocarcinoma_CancerStemCell_21125672	KIT
H_Undefined_OvarianAdenocarcinoma_CancerStemCell_21125672	PROM1
H_Undefined_OvarianAdenocarcinoma_CancerStemCell_21125672	CD44
H_Undefined_OvarianAdenocarcinoma_CancerStemCell_21125672	MYD88
H_Undefined_PancreaticCancer_CancerStemCell_21125672	ALDH family
H_Undefined_PancreaticCancer_CancerStemCell_21125672	PROM1
H_Undefined_PancreaticCancer_CancerStemCell_21125672	CD24
H_Undefined_PancreaticCancer_CancerStemCell_21125672	CD44
H_Undefined_PancreaticCancer_CancerStemCell_21125672	EPCAM
H_Undefined_ProstateCancer_CancerStemCell_21125672	ALDH1A1
H_Undefined_ProstateCancer_CancerStemCell_21125672	PROM1
H_Undefined_ProstateCancer_CancerStemCell_21125672	CD24
H_Undefined_ProstateCancer_CancerStemCell_21125672	CD44
H_Undefined_ProstateCancer_CancerStemCell_21125672	ITGA2
H_Undefined_ProstateCancer_CancerStemCell_21125672	ITGB1
H_Undefined_RenalCellCarcinoma_CancerStemCell_21125672	ENG
H_Synovium_Normal_MesenchymalStemCell_23881068	ENG
H_Synovium_Normal_MesenchymalStemCell_23881068	KIT
H_Synovium_Normal_MesenchymalStemCell_23881068	BSG
H_Synovium_Normal_MesenchymalStemCell_23881068	PECAM1
H_Synovium_Normal_MesenchymalStemCell_23881068	CD34
H_Synovium_Normal_MesenchymalStemCell_23881068	CD44
H_Synovium_Normal_MesenchymalStemCell_23881068	PTPRC
H_Synovium_Normal_MesenchymalStemCell_23881068	THY1
H_Meniscus_Normal_MesenchymalStemCell_23881068	ENG
H_Meniscus_Normal_MesenchymalStemCell_23881068	ALCAM
H_Meniscus_Normal_MesenchymalStemCell_23881068	CD34
H_Meniscus_Normal_MesenchymalStemCell_23881068	CD44
H_Meniscus_Normal_MesenchymalStemCell_23881068	PTPRC
H_Meniscus_Normal_MesenchymalStemCell_23881068	THY1
H_Ligament_Normal_MesenchymalStemCell_23881068	ENG
H_Ligament_Normal_MesenchymalStemCell_23881068	VCAM1
H_Ligament_Normal_MesenchymalStemCell_23881068	ITGAX
H_Ligament_Normal_MesenchymalStemCell_23881068	PROM1
H_Ligament_Normal_MesenchymalStemCell_23881068	CD14
H_Ligament_Normal_MesenchymalStemCell_23881068	CDH5
H_Ligament_Normal_MesenchymalStemCell_23881068	MCAM
H_Ligament_Normal_MesenchymalStemCell_23881068	CD163
H_Ligament_Normal_MesenchymalStemCell_23881068	ALCAM
H_Ligament_Normal_MesenchymalStemCell_23881068	ITGB1
