term	gene
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CCDC65
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CCDC74A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CCDC74B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CCDC78
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CCDC81
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CCDC88C
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CD164L2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CD38
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CDHR3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CDHR4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CDS1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CEBPA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CEP162
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CEP97
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CES1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CES4A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP126
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP221
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP43
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP44
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP46
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP47
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP52
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP53
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP54
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP57
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP61
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFAP69
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CFP
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CHST11
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CHST9
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CLDN16
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	COL4A5
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CP
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CPEB1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CROCC
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CSMD1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CSPP1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CST6
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CTGF
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	CXXC4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DALRD3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DCDC1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DCDC2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DCP1B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DGCR6
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DHRS9
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DLEC1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DMPK
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAAF1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAH1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAH10
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAH11
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAH12
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAH5
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAH6
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAH7
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAH9
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAI1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAI2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DNAL1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DPCD
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DPY19L1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DPY19L2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DRC1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DTHD1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DTNA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DYDC2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DYNC2H1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DZIP1L
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	DZIP3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ECT2L
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	EFCAB1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	EFCAB10
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	EFHB
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	EFHC1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	EFHC2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ENDOG
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ENPP4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ENPP5
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ERBB4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ERICH2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FABP6
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FAM174A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FAM183A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FAM227A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FAM81B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FAM92B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FBXO15
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FBXO31
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FBXO36
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FGF14
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FGFR1OP
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FHAD1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	FRMPD2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	GALC
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	GALNS
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	GAS2L2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	GAS8
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	GCA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	GJA4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	GLB1L
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	HHLA2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	HRASLS2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	HYDIN
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IFT46
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IFT57
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IFT80
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IFT81
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IFT88
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IKZF4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IL20RA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IL5RA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	INPP5B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IQCA1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IQCD
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IQCH
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	IQUB
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ITGAL
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ITGBL1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KATNB1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KCNB1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KCNE1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KCNMB2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KCNRG
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KIAA0754
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KIAA1257
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KIAA2012
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KIF17
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KIF19
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KIF27
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KIF3A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KIF6
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KIF9
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KLHDC9
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KLHL32
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KNDC1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	KSR1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LDLRAD1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LGR4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LKAAEAR1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LMLN
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LOC388780
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LRIG1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LRRC10B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LRRC23
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LRRC27
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LRRC46
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LRRC61
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LRRC71
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LRRC74B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LRRIQ1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LRWD1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LTBP1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	LZTFL1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MAATS1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MAP9
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MAPK15
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MAPRE3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MAT1A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MB
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MDH1B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MDM1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MLF1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MLLT1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MLPH
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MOB1B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MORN2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MORN3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MPDZ
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MRLN
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	MS4A8
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NBEA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NEK10
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NEK5
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NELL2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NHLRC4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NOVA1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NPHP1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NPIPA1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NRP2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NWD1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NXF3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ODF3B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	OSGEP
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	OTUD1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	OXTR
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	P4HTM
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PACRG
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PECR
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PFN2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PHTF1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PIH1D2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PLCB2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PLCG2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PLEKHS1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PNO1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	POLQ
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PPP1R36
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PPP1R42
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PRICKLE2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PRR29
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PRUNE2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PSENEN
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PTPRT
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PTRH1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	PZP
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	QTRT1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RABL2A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RABL2B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RAET1E
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RARB
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RASA3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RBM38
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RGS22
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RHPN1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RIBC1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RIBC2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RIIAD1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RITA1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RNASE4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RNLS
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ROPN1L
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RPGRIP1L
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RRAD
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RSPH1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RSPH4A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RSPH9
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	RUVBL1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SAMD15
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SAXO2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SCGB2A1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SDF2L1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SGMS2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SHANK2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SIAH3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC12A7
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC13A3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC22A16
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC22A18
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC25A29
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC27A2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC41A1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC44A4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC6A9
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC7A2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SLC9A4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SMPD2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SMPD3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SNTN
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SNX13
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SNX29
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SNX7
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPA17
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPAG1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPAG17
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPAG6
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPAG8
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPATA17
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPATA18
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPATA4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPATA6L
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPATS1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPEF1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SPEF2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SSBP4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SSUH2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ST6GALNAC2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	STK33
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	STMND1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	STOML3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	STX2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	STX7
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SVOPL
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SYBU
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SYNE1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SYT10
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	SYTL3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TBC1D31
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TCTEX1D1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TCTN1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TEKT2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TEKT3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TEKT4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TFF3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TGM3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TIMM10B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TMC5
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TMEM151B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TMEM190
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TMEM231
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TMEM232
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TMEM234
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TMEM45B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TMEM67
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TNFRSF19
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TP73
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TRIM37
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TRMT1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TRPC1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TSNAXIP1
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TSPAN15
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TSPAN19
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TTC16
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TTC21A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TTC23L
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TTC25
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TTC26
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TTC30A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TTLL6
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TTLL7
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TTLL9
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TUBA4B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	TXNDC11
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	UBE3D
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	UBXN10
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	UBXN11
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	USP2
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	USP24
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	USP51
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	VWA3A
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	VWA3B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	WARS
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	WDR19
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	WDR38
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	WDR54
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	WDR5B
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	WDR63
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	WDR78
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	WDR90
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	WFDC3
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	WNT16
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ZBBX
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ZBED4
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	NA
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ZMYND10
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ZMYND12
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ZNF273
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ZNF322
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ZNF440
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ZNF674
H_Esophagus_Normal_CiliatedEpithelialCell_29802404	ZNF688
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	ADAM28
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	ADM
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	AGFG2
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	APOBEC3A
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	ARNTL2
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	ATP10B
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	BAHD1
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	BLNK
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	CACNB1
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	CALHM2
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	NA
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	CDKN2A
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	CEACAM1
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	CTSV
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	NA
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	DUOX2
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	DUOXA2
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	DUSP10
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	DUSP5
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	EPS8L1
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	GAN
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	GBP4
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	GDPD3
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	GIT2
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	GK
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	GPR160
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	GPRC5A
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	GPT2
H_Esophagus_Normal_SecretoryProgenitorCell_29802404	HDAC9
